StartTime: 2016-09-08 17:42:05.959
Time(s)	AngleX(deg)	AngleY(deg)	AngleZ(deg)	T(°)	q0	q1	q2	q3 
33.025	2.0050	0.3406	88.7640	46.1100	0.71460	0.01041	0.01437	0.69928 
33.025	1.9995	0.3406	88.7640	46.1200	0.71460	0.01041	0.01434	0.69928 
33.041	1.9995	0.3406	88.7640	46.1200	0.71460	0.01038	0.01437	0.69928 
33.056	2.0050	0.3406	88.7640	46.1200	0.71460	0.01038	0.01437	0.69928 
33.072	1.9995	0.3461	88.7640	46.1100	0.71460	0.01038	0.01437	0.69928 
33.072	1.9995	0.3461	88.7640	46.1300	0.71460	0.01035	0.01440	0.69928 
33.088	2.0050	0.3461	88.7640	46.1200	0.71460	0.01035	0.01440	0.69928 
33.103	1.9995	0.3461	88.7640	46.1200	0.71460	0.01035	0.01437	0.69928 
33.119	1.9995	0.3461	88.7640	46.1200	0.71460	0.01035	0.01437	0.69928 
33.134	1.9995	0.3461	88.7640	46.1300	0.71460	0.01035	0.01437	0.69928 
33.134	1.9995	0.3461	88.7640	46.1300	0.71460	0.01035	0.01437	0.69928 
33.150	1.9995	0.3461	88.7640	46.1300	0.71460	0.01035	0.01437	0.69928 
33.166	1.9995	0.3461	88.7640	46.1300	0.71460	0.01031	0.01437	0.69928 
33.166	1.9995	0.3516	88.7640	46.1200	0.71460	0.01031	0.01440	0.69928 
33.181	1.9995	0.3516	88.7640	46.1000	0.71460	0.01031	0.01440	0.69928 
33.212	1.9995	0.3516	88.7640	46.1000	0.71460	0.01031	0.01440	0.69928 
33.212	1.9995	0.3516	88.7640	46.1200	0.71460	0.01031	0.01440	0.69928 
33.228	1.9995	0.3516	88.7640	46.1100	0.71460	0.01031	0.01443	0.69928 
33.228	1.9995	0.3516	88.7640	46.1200	0.71460	0.01031	0.01440	0.69928 
33.228	1.9995	0.3461	88.7640	46.1100	0.71460	0.01031	0.01437	0.69928 
33.244	1.9995	0.3461	88.7640	46.1100	0.71460	0.01035	0.01437	0.69928 
33.259	1.9995	0.3461	88.7640	46.1200	0.71460	0.01035	0.01437	0.69928 
33.275	1.9940	0.3461	88.7640	46.1200	0.71460	0.01031	0.01434	0.69928 
33.275	1.9940	0.3461	88.7640	46.1200	0.71460	0.01031	0.01434	0.69928 
33.290	1.9940	0.3461	88.7640	46.1300	0.71460	0.01031	0.01434	0.69928 
33.290	1.9940	0.3406	88.7640	46.1200	0.71460	0.01035	0.01431	0.69928 
33.290	1.9940	0.3406	88.7640	46.1200	0.71460	0.01035	0.01431	0.69928 
33.306	1.9940	0.3461	88.7640	46.1400	0.71460	0.01031	0.01434	0.69928 
33.322	1.9940	0.3461	88.7640	46.1300	0.71460	0.01031	0.01431	0.69928 
33.322	1.9885	0.3461	88.7640	46.1100	0.71460	0.01028	0.01431	0.69928 
33.337	1.9885	0.3461	88.7640	46.1200	0.71460	0.01028	0.01431	0.69928 
33.353	1.9885	0.3461	88.7640	46.1300	0.71460	0.01028	0.01431	0.69928 
33.353	1.9885	0.3406	88.7640	46.1200	0.71460	0.01031	0.01428	0.69928 
33.368	1.9885	0.3406	88.7640	46.1200	0.71460	0.01031	0.01428	0.69928 
33.368	1.9885	0.3406	88.7640	46.1100	0.71460	0.01031	0.01428	0.69928 
33.400	1.9885	0.3406	88.7640	46.1100	0.71460	0.01028	0.01428	0.69928 
33.415	1.9885	0.3406	88.7640	46.1100	0.71460	0.01028	0.01428	0.69928 
33.415	1.9885	0.3406	88.7640	46.1200	0.71460	0.01028	0.01428	0.69928 
33.415	1.9885	0.3406	88.7640	46.1000	0.71460	0.01028	0.01428	0.69928 
33.431	1.9885	0.3406	88.7640	46.1000	0.71460	0.01031	0.01428	0.69928 
33.431	1.9885	0.3406	88.7640	46.1100	0.71460	0.01031	0.01425	0.69928 
33.446	1.9885	0.3406	88.7640	46.1200	0.71460	0.01028	0.01425	0.69928 
33.462	1.9830	0.3406	88.7640	46.1300	0.71460	0.01028	0.01425	0.69928 
33.478	1.9830	0.3406	88.7640	46.1400	0.71460	0.01028	0.01425	0.69928 
33.478	1.9830	0.3406	88.7640	46.1300	0.71460	0.01028	0.01422	0.69928 
33.478	1.9830	0.3406	88.7640	46.1300	0.71460	0.01028	0.01422	0.69928 
33.493	1.9830	0.3351	88.7640	46.1300	0.71460	0.01028	0.01422	0.69928 
33.509	1.9830	0.3351	88.7640	46.1200	0.71460	0.01031	0.01422	0.69928 
33.524	1.9830	0.3351	88.7640	46.1200	0.71460	0.01031	0.01425	0.69928 
33.524	1.9885	0.3351	88.7640	46.1300	0.71460	0.01031	0.01425	0.69928 
33.540	1.9885	0.3351	88.7640	46.1200	0.71460	0.01031	0.01425	0.69928 
33.540	1.9885	0.3351	88.7640	46.1300	0.71460	0.01035	0.01425	0.69928 
33.556	1.9885	0.3351	88.7640	46.1200	0.71460	0.01035	0.01425	0.69928 
33.571	1.9885	0.3351	88.7640	46.1300	0.71460	0.01035	0.01425	0.69928 
33.602	1.9885	0.3351	88.7640	46.1200	0.71460	0.01035	0.01425	0.69928 
33.602	1.9885	0.3351	88.7640	46.1300	0.71460	0.01035	0.01425	0.69928 
33.618	1.9885	0.3351	88.7640	46.1400	0.71460	0.01035	0.01425	0.69928 
33.618	1.9885	0.3351	88.7640	46.1500	0.71460	0.01038	0.01425	0.69928 
33.618	1.9940	0.3351	88.7640	46.1300	0.71460	0.01038	0.01425	0.69928 
33.634	1.9940	0.3296	88.7640	46.1400	0.71460	0.01038	0.01425	0.69928 
33.634	1.9940	0.3296	88.7640	46.1300	0.71460	0.01041	0.01425	0.69928 
33.649	1.9940	0.3296	88.7640	46.1200	0.71460	0.01041	0.01425	0.69928 
33.680	1.9940	0.3296	88.7640	46.1100	0.71460	0.01041	0.01425	0.69928 
33.680	1.9940	0.3296	88.7640	46.0900	0.71460	0.01041	0.01425	0.69928 
33.680	1.9940	0.3241	88.7640	46.1100	0.71460	0.01044	0.01422	0.69928 
33.696	1.9940	0.3241	88.7640	46.1200	0.71460	0.01044	0.01422	0.69928 
33.696	1.9940	0.3296	88.7640	46.1200	0.71460	0.01044	0.01422	0.69928 
33.712	1.9940	0.3241	88.7640	46.1200	0.71460	0.01044	0.01422	0.69928 
33.727	1.9940	0.3241	88.7640	46.1100	0.71460	0.01044	0.01422	0.69928 
33.743	1.9940	0.3241	88.7640	46.1200	0.71460	0.01044	0.01422	0.69928 
33.743	1.9940	0.3296	88.7640	46.1100	0.71460	0.01041	0.01422	0.69928 
33.743	1.9940	0.3296	88.7640	46.1200	0.71460	0.01041	0.01425	0.69928 
33.758	1.9940	0.3296	88.7640	46.1200	0.71460	0.01041	0.01425	0.69928 
33.758	1.9940	0.3296	88.7640	46.1300	0.71460	0.01041	0.01425	0.69928 
33.774	1.9885	0.3296	88.7640	46.1200	0.71460	0.01038	0.01422	0.69928 
33.805	1.9885	0.3296	88.7640	46.1300	0.71460	0.01038	0.01422	0.69928 
33.805	1.9885	0.3296	88.7640	46.1200	0.71460	0.01038	0.01422	0.69928 
33.821	1.9940	0.3296	88.7640	46.1200	0.71460	0.01038	0.01425	0.69928 
33.821	1.9885	0.3296	88.7640	46.1300	0.71460	0.01038	0.01422	0.69928 
33.821	1.9885	0.3296	88.7640	46.1200	0.71460	0.01038	0.01422	0.69928 
33.836	1.9885	0.3296	88.7640	46.1100	0.71460	0.01038	0.01422	0.69928 
33.852	1.9885	0.3296	88.7640	46.1100	0.71460	0.01035	0.01422	0.69928 
33.868	1.9885	0.3351	88.7640	46.1200	0.71460	0.01031	0.01422	0.69928 
33.883	1.9885	0.3351	88.7640	46.1200	0.71460	0.01031	0.01422	0.69928 
33.883	1.9830	0.3351	88.7640	46.1100	0.71460	0.01031	0.01425	0.69928 
33.883	1.9885	0.3406	88.7640	46.1300	0.71460	0.01031	0.01425	0.69928 
33.899	1.9830	0.3351	88.7640	46.1200	0.71460	0.01031	0.01425	0.69928 
33.899	1.9830	0.3351	88.7640	46.1300	0.71460	0.01031	0.01425	0.69928 
33.930	1.9830	0.3351	88.7640	46.1100	0.71460	0.01031	0.01422	0.69928 
33.930	1.9830	0.3351	88.7640	46.1100	0.71460	0.01031	0.01422	0.69928 
33.930	1.9830	0.3351	88.7640	46.1100	0.71460	0.01031	0.01422	0.69928 
33.961	1.9830	0.3351	88.7640	46.1300	0.71460	0.01028	0.01422	0.69928 
33.961	1.9830	0.3351	88.7640	46.1200	0.71460	0.01028	0.01422	0.69928 
33.961	1.9830	0.3351	88.7640	46.1200	0.71460	0.01028	0.01422	0.69928 
33.977	1.9830	0.3351	88.7640	46.1200	0.71460	0.01028	0.01422	0.69928 
33.977	1.9830	0.3351	88.7640	46.1200	0.71460	0.01028	0.01422	0.69928 
34.008	1.9830	0.3406	88.7640	46.1200	0.71460	0.01028	0.01425	0.69928 
34.070	1.9885	0.3406	88.7640	46.1200	0.71460	0.01028	0.01428	0.69928 
34.070	1.9885	0.3406	88.7640	46.1200	0.71460	0.01028	0.01428	0.69928 
34.070	1.9885	0.3406	88.7640	46.1300	0.71460	0.01031	0.01428	0.69928 
34.086	1.9885	0.3406	88.7640	46.1100	0.71460	0.01031	0.01428	0.69928 
34.086	1.9885	0.3406	88.7640	46.1100	0.71460	0.01031	0.01428	0.69928 
34.086	1.9885	0.3406	88.7640	46.1200	0.71460	0.01031	0.01428	0.69928 
34.086	1.9885	0.3406	88.7640	46.1200	0.71460	0.01031	0.01431	0.69928 
34.086	1.9885	0.3461	88.7640	46.1200	0.71460	0.01028	0.01431	0.69928 
34.086	1.9940	0.3461	88.7640	46.1200	0.71460	0.01028	0.01434	0.69928 
34.102	1.9885	0.3461	88.7640	46.1200	0.71460	0.01028	0.01431	0.69928 
34.102	1.9885	0.3461	88.7640	46.1300	0.71460	0.01028	0.01431	0.69928 
34.117	1.9885	0.3461	88.7640	46.1200	0.71460	0.01028	0.01431	0.69928 
34.117	1.9940	0.3461	88.7640	46.1200	0.71460	0.01028	0.01434	0.69928 
34.180	1.9885	0.3461	88.7640	46.1200	0.71460	0.01028	0.01434	0.69928 
34.226	1.9885	0.3461	88.7640	46.1100	0.71460	0.01028	0.01431	0.69928 
34.226	1.9885	0.3406	88.7640	46.1200	0.71460	0.01031	0.01431	0.69928 
34.226	1.9940	0.3406	88.7640	46.1200	0.71460	0.01031	0.01431	0.69928 
34.226	1.9940	0.3406	88.7640	46.1200	0.71460	0.01031	0.01431	0.69931 
34.226	1.9940	0.3461	88.7640	46.1200	0.71460	0.01028	0.01434	0.69928 
34.226	1.9885	0.3461	88.7640	46.1300	0.71460	0.01028	0.01434	0.69931 
34.242	1.9885	0.3516	88.7640	46.1300	0.71460	0.01025	0.01434	0.69931 
34.242	1.9885	0.3461	88.7640	46.1400	0.71460	0.01028	0.01431	0.69931 
34.242	1.9885	0.3461	88.7640	46.1200	0.71460	0.01028	0.01431	0.69931 
34.242	1.9885	0.3461	88.7640	46.1100	0.71460	0.01031	0.01431	0.69931 
34.258	1.9940	0.3406	88.7640	46.1000	0.71460	0.01031	0.01431	0.69931 
34.258	1.9940	0.3461	88.7640	46.1200	0.71460	0.01031	0.01431	0.69931 
34.273	1.9940	0.3461	88.7640	46.1300	0.71460	0.01028	0.01434	0.69931 
34.289	1.9940	0.3461	88.7640	46.1200	0.71460	0.01028	0.01434	0.69931 
34.289	1.9940	0.3461	88.7640	46.1300	0.71457	0.01028	0.01434	0.69931 
34.304	1.9885	0.3516	88.7640	46.1400	0.71457	0.01028	0.01434	0.69931 
34.304	1.9940	0.3461	88.7640	46.1400	0.71457	0.01028	0.01434	0.69931 
34.320	1.9885	0.3516	88.7640	46.1400	0.71457	0.01028	0.01434	0.69931 
34.320	1.9885	0.3516	88.7640	46.1300	0.71457	0.01025	0.01434	0.69931 
34.336	1.9885	0.3516	88.7640	46.1400	0.71457	0.01025	0.01437	0.69931 
34.336	1.9940	0.3516	88.7640	46.1200	0.71457	0.01025	0.01437	0.69931 
34.367	1.9940	0.3516	88.7640	46.1200	0.71457	0.01028	0.01437	0.69931 
34.367	1.9940	0.3516	88.7640	46.1200	0.71457	0.01028	0.01437	0.69931 
34.382	1.9940	0.3516	88.7640	46.1300	0.71457	0.01028	0.01437	0.69931 
34.382	1.9885	0.3516	88.7640	46.1300	0.71457	0.01025	0.01434	0.69931 
34.414	1.9940	0.3516	88.7640	46.1100	0.71457	0.01028	0.01434	0.69931 
34.414	1.9940	0.3461	88.7640	46.1000	0.71457	0.01028	0.01434	0.69931 
34.429	1.9940	0.3461	88.7640	46.1100	0.71457	0.01031	0.01434	0.69931 
34.429	1.9940	0.3461	88.7640	46.1200	0.71457	0.01031	0.01434	0.69931 
34.429	1.9940	0.3461	88.7640	46.1200	0.71457	0.01031	0.01431	0.69931 
34.445	1.9885	0.3461	88.7640	46.1300	0.71457	0.01028	0.01431	0.69931 
34.460	1.9885	0.3461	88.7640	46.1200	0.71457	0.01028	0.01431	0.69931 
34.476	1.9885	0.3461	88.7640	46.1200	0.71457	0.01028	0.01434	0.69931 
34.476	1.9885	0.3516	88.7640	46.1300	0.71457	0.01025	0.01434	0.69931 
34.476	1.9885	0.3516	88.7640	46.1300	0.71457	0.01025	0.01434	0.69931 
34.492	1.9885	0.3516	88.7640	46.1200	0.71457	0.01025	0.01434	0.69931 
34.507	1.9885	0.3461	88.7640	46.1100	0.71457	0.01028	0.01431	0.69931 
34.523	1.9885	0.3461	88.7640	46.1300	0.71457	0.01028	0.01428	0.69931 
34.523	1.9885	0.3406	88.7640	46.1300	0.71457	0.01028	0.01428	0.69931 
34.538	1.9885	0.3406	88.7640	46.1200	0.71457	0.01028	0.01428	0.69931 
34.538	1.9885	0.3461	88.7640	46.1200	0.71457	0.01028	0.01431	0.69931 
34.554	1.9885	0.3461	88.7640	46.1300	0.71457	0.01028	0.01431	0.69931 
34.570	1.9885	0.3461	88.7640	46.1300	0.71457	0.01028	0.01431	0.69931 
34.570	1.9885	0.3461	88.7640	46.1200	0.71457	0.01028	0.01431	0.69931 
34.616	1.9885	0.3461	88.7640	46.1300	0.71457	0.01028	0.01431	0.69931 
34.616	1.9885	0.3461	88.7640	46.1200	0.71457	0.01028	0.01431	0.69931 
34.632	1.9885	0.3461	88.7640	46.1300	0.71457	0.01028	0.01431	0.69931 
34.632	1.9885	0.3461	88.7640	46.1300	0.71457	0.01028	0.01431	0.69931 
34.632	1.9940	0.3461	88.7640	46.1200	0.71457	0.01028	0.01434	0.69931 
34.648	1.9940	0.3461	88.7640	46.1300	0.71457	0.01031	0.01434	0.69931 
34.663	1.9940	0.3461	88.7640	46.1200	0.71457	0.01031	0.01431	0.69931 
34.679	1.9940	0.3406	88.7640	46.1200	0.71457	0.01031	0.01431	0.69931 
34.679	1.9940	0.3461	88.7640	46.1200	0.71457	0.01031	0.01434	0.69931 
34.679	1.9940	0.3461	88.7640	46.1200	0.71457	0.01031	0.01431	0.69931 
34.694	1.9940	0.3461	88.7640	46.1100	0.71457	0.01031	0.01431	0.69931 
34.694	1.9940	0.3406	88.7640	46.1200	0.71457	0.01031	0.01431	0.69931 
34.694	1.9940	0.3406	88.7640	46.1300	0.71457	0.01035	0.01431	0.69931 
34.710	1.9940	0.3406	88.7640	46.1200	0.71457	0.01035	0.01431	0.69931 
34.726	1.9940	0.3406	88.7640	46.1300	0.71457	0.01035	0.01431	0.69931 
34.726	1.9940	0.3406	88.7640	46.1300	0.71457	0.01035	0.01428	0.69931 
34.741	1.9940	0.3351	88.7640	46.1200	0.71457	0.01035	0.01428	0.69931 
34.757	1.9885	0.3351	88.7640	46.1400	0.71457	0.01035	0.01425	0.69931 
34.757	1.9885	0.3351	88.7640	46.1200	0.71457	0.01035	0.01422	0.69931 
34.772	1.9830	0.3351	88.7640	46.1100	0.71457	0.01031	0.01422	0.69931 
34.788	1.9885	0.3351	88.7640	46.1200	0.71457	0.01035	0.01425	0.69931 
34.788	1.9885	0.3351	88.7640	46.1200	0.71457	0.01035	0.01422	0.69931 
34.819	1.9885	0.3296	88.7640	46.1300	0.71457	0.01035	0.01422	0.69931 
34.835	1.9885	0.3296	88.7640	46.1200	0.71457	0.01038	0.01422	0.69931 
34.835	1.9830	0.3296	88.7640	46.1400	0.71457	0.01035	0.01416	0.69931 
34.835	1.9830	0.3241	88.7640	46.1200	0.71457	0.01038	0.01416	0.69931 
34.835	1.9830	0.3241	88.7640	46.1200	0.71457	0.01038	0.01416	0.69931 
34.850	1.9885	0.3241	88.7640	46.1300	0.71457	0.01038	0.01416	0.69931 
34.866	1.9885	0.3241	88.7640	46.1200	0.71457	0.01038	0.01416	0.69931 
34.882	1.9830	0.3241	88.7640	46.1200	0.71457	0.01038	0.01416	0.69931 
34.882	1.9830	0.3296	88.7640	46.1200	0.71457	0.01038	0.01416	0.69931 
34.897	1.9830	0.3296	88.7640	46.1300	0.71457	0.01035	0.01416	0.69931 
34.897	1.9830	0.3296	88.7640	46.1200	0.71457	0.01035	0.01416	0.69931 
34.913	1.9830	0.3296	88.7640	46.1200	0.71457	0.01035	0.01416	0.69931 
34.928	1.9830	0.3296	88.7640	46.1200	0.71457	0.01035	0.01416	0.69931 
34.944	1.9830	0.3296	88.7640	46.1400	0.71457	0.01035	0.01419	0.69931 
34.944	1.9830	0.3296	88.7640	46.1400	0.71457	0.01035	0.01416	0.69931 
34.944	1.9830	0.3296	88.7640	46.1400	0.71457	0.01035	0.01416	0.69931 
34.975	1.9830	0.3296	88.7640	46.1400	0.71457	0.01035	0.01416	0.69931 
34.975	1.9830	0.3296	88.7640	46.1400	0.71457	0.01035	0.01416	0.69931 
34.991	1.9830	0.3296	88.7640	46.1200	0.71457	0.01035	0.01416	0.69931 
35.022	1.9830	0.3296	88.7640	46.1100	0.71457	0.01035	0.01416	0.69931 
35.022	1.9830	0.3296	88.7640	46.1200	0.71457	0.01035	0.01416	0.69931 
35.022	1.9830	0.3296	88.7640	46.1200	0.71457	0.01035	0.01416	0.69931 
35.038	1.9830	0.3241	88.7640	46.1200	0.71457	0.01035	0.01416	0.69931 
35.038	1.9830	0.3296	88.7640	46.1200	0.71457	0.01035	0.01416	0.69931 
35.038	1.9830	0.3296	88.7640	46.1200	0.71457	0.01035	0.01416	0.69931 
35.053	1.9830	0.3296	88.7640	46.1200	0.71457	0.01035	0.01416	0.69931 
35.069	1.9830	0.3296	88.7640	46.1300	0.71457	0.01035	0.01416	0.69931 
35.084	1.9830	0.3296	88.7640	46.1200	0.71457	0.01035	0.01416	0.69931 
35.084	1.9775	0.3296	88.7640	46.1000	0.71457	0.01035	0.01416	0.69931 
35.100	1.9775	0.3296	88.7640	46.1100	0.71457	0.01031	0.01413	0.69931 
35.100	1.9775	0.3241	88.7640	46.1100	0.71457	0.01035	0.01413	0.69931 
35.116	1.9830	0.3241	88.7640	46.1300	0.71457	0.01038	0.01413	0.69931 
35.116	1.9830	0.3241	88.7640	46.1300	0.71457	0.01035	0.01416	0.69931 
35.131	1.9830	0.3296	88.7640	46.1400	0.71457	0.01035	0.01416	0.69931 
35.147	1.9830	0.3296	88.7640	46.1300	0.71457	0.01035	0.01416	0.69931 
35.147	1.9830	0.3296	88.7640	46.1200	0.71457	0.01035	0.01416	0.69931 
35.162	1.9830	0.3241	88.7640	46.1300	0.71457	0.01038	0.01416	0.69931 
35.178	1.9830	0.3241	88.7640	46.1200	0.71457	0.01038	0.01413	0.69931 
35.178	1.9830	0.3241	88.7640	46.1200	0.71457	0.01035	0.01416	0.69931 
35.194	1.8787	0.2966	88.6377	46.1200	0.71536	0.00992	0.01334	0.69852 
35.194	1.4667	0.2637	88.1158	46.1200	0.71857	0.00760	0.01059	0.69531 
35.225	1.4282	0.2582	87.6874	46.1300	0.72116	0.00742	0.01028	0.69260 
35.256	1.7523	0.4395	87.0282	46.1400	0.72513	0.00839	0.01334	0.68839 
35.256	1.7908	0.6427	86.1658	46.1300	0.73029	0.00757	0.01477	0.68292 
35.256	1.6919	0.7306	85.1385	46.1300	0.73642	0.00656	0.01474	0.67630 
35.272	1.6260	0.7471	84.0234	46.1300	0.74295	0.00616	0.01434	0.66913 
35.272	1.5875	0.7581	82.8094	46.1300	0.75000	0.00601	0.01413	0.66122 
35.272	1.5381	0.7965	81.5625	46.1200	0.75714	0.00562	0.01404	0.65305 
35.287	1.5051	0.8679	80.3265	46.1200	0.76416	0.00513	0.01428	0.64484 
35.303	1.4886	0.9393	79.1455	46.1300	0.77075	0.00479	0.01462	0.63690 
35.303	1.4777	1.0327	77.9645	46.1200	0.77728	0.00436	0.01514	0.62894 
35.318	1.6095	1.1700	76.6077	46.1200	0.78467	0.00467	0.01672	0.61963 
35.334	1.6974	1.1975	75.7123	46.1000	0.78952	0.00528	0.01733	0.61346 
35.334	1.8127	1.2250	75.2838	46.1200	0.79175	0.00598	0.01816	0.61050 
35.334	1.9006	1.2524	75.0092	46.1100	0.79321	0.00650	0.01877	0.60858 
35.350	1.8842	1.2415	74.6960	46.1100	0.79489	0.00647	0.01862	0.60641 
35.350	1.9061	1.2744	74.3829	46.1300	0.79654	0.00650	0.01895	0.60422 
35.365	1.9666	1.3348	74.0808	46.1300	0.79813	0.00668	0.01965	0.60211 
35.381	2.0380	1.4227	73.8336	46.1300	0.79944	0.00674	0.02063	0.60034 
35.396	2.1863	1.4722	73.7787	46.1300	0.79971	0.00757	0.02173	0.59991 
35.428	2.4445	1.5656	73.9380	46.1200	0.79886	0.00879	0.02377	0.60095 
35.428	2.8290	1.6589	74.1907	46.1200	0.79752	0.01093	0.02646	0.60260 
35.428	3.3398	1.7743	74.4873	46.1200	0.79590	0.01382	0.02997	0.60452 
35.443	4.1254	1.8347	74.7290	46.1200	0.79453	0.01889	0.03455	0.60596 
35.443	5.2350	1.6974	74.8334	46.1400	0.79379	0.02725	0.03952	0.60635 
35.459	6.5369	1.4777	74.8444	46.1400	0.79333	0.03745	0.04489	0.60605 
35.474	7.9211	1.2799	74.7839	46.1400	0.79318	0.04807	0.05078	0.60513 
35.474	9.2395	1.2085	74.6246	46.1300	0.79343	0.05768	0.05716	0.60345 
35.490	10.3986	0.9943	74.4049	46.1200	0.79391	0.06693	0.06168	0.60147 
35.490	11.4423	0.6427	74.1632	46.1300	0.79437	0.07614	0.06458	0.59949 
35.506	12.4255	0.1703	73.9270	46.1300	0.79471	0.08557	0.06625	0.59760 
35.506	13.3759	-0.4779	73.7128	46.1100	0.79471	0.09567	0.06650	0.59610 
35.521	14.2548	-1.3019	73.4546	46.1100	0.79477	0.10620	0.06509	0.59445 
35.537	15.0897	-2.2083	73.0865	46.1200	0.79520	0.11685	0.06277	0.59213 
35.537	15.8917	-3.1586	72.5647	46.1200	0.79626	0.12753	0.05969	0.58887 
35.552	16.3422	-4.2957	71.7737	46.1200	0.79822	0.13684	0.05319	0.58417 
35.552	17.1057	-5.1196	70.9442	46.1200	0.80069	0.14664	0.05023	0.57870 
35.584	17.9132	-5.8228	70.0928	46.1400	0.80316	0.15613	0.04819	0.57300 
35.584	18.6658	-6.5094	69.2194	46.1300	0.80557	0.16510	0.04584	0.56717 
35.599	19.5941	-7.0642	68.3459	46.1200	0.80786	0.17462	0.04517	0.56113 
35.615	20.5280	-7.6685	67.4231	46.1300	0.81015	0.18442	0.04391	0.55484 
35.646	21.3904	-8.3936	66.4124	46.1300	0.81265	0.19421	0.04114	0.54803 
35.646	22.2253	-9.1241	65.3137	46.1200	0.81540	0.20386	0.03793	0.54071 
35.646	23.0933	-9.7284	64.0942	46.1100	0.81866	0.21313	0.03537	0.53238 
35.662	23.9832	-10.1624	62.8088	46.1200	0.82230	0.22177	0.03381	0.52335 
35.677	24.9005	-10.2997	61.4960	46.1200	0.82629	0.22931	0.03436	0.51379 
35.677	25.8124	-10.2338	60.2106	46.1200	0.83032	0.23602	0.03629	0.50412 
35.677	26.6528	-9.9261	59.0131	46.1200	0.83432	0.24127	0.03973	0.49475 
35.677	27.3999	-9.5306	57.8815	46.1200	0.83826	0.24554	0.04346	0.48566 
35.693	27.9547	-9.1681	56.8323	46.1300	0.84210	0.24860	0.04623	0.47717 
35.693	28.3777	-8.8770	55.8325	46.1200	0.84579	0.25101	0.04800	0.46921 
35.708	28.6523	-8.6627	54.9207	46.1200	0.84927	0.25259	0.04871	0.46198 
35.724	28.8556	-8.4705	54.0747	46.1300	0.85251	0.25378	0.04913	0.45532 
35.724	29.0643	-8.1573	53.3716	46.1400	0.85532	0.25446	0.05075	0.44946 
35.740	29.3005	-7.6794	52.7563	46.1400	0.85791	0.25476	0.05392	0.44394 
35.755	29.5258	-6.8939	52.2675	46.1300	0.86044	0.25391	0.05969	0.43881 
35.755	29.6686	-5.9052	51.8665	46.1200	0.86307	0.25165	0.06689	0.43393 
35.771	29.8004	-4.7681	51.5149	46.1300	0.86566	0.24878	0.07529	0.42911 
35.771	29.9817	-3.6530	51.1963	46.1400	0.86789	0.24637	0.08374	0.42444 
35.786	30.3937	-2.3456	50.8997	46.1200	0.86887	0.24515	0.09476	0.41946 
35.802	30.6134	-0.9338	50.8722	46.1100	0.87006	0.24176	0.10626	0.41623 
35.802	30.0806	0.8295	51.1359	46.1200	0.87198	0.23105	0.11832	0.41510 
35.833	29.1687	2.8674	51.6522	46.1300	0.87375	0.21600	0.13144	0.41574 
35.849	28.4711	5.6964	52.8937	46.1300	0.87262	0.19839	0.15244	0.42017 
35.849	28.4216	7.9321	54.1351	46.1100	0.86945	0.18753	0.17105	0.42484 
35.864	28.9490	8.6407	54.6735	46.1300	0.86691	0.18787	0.17911	0.42661 
35.880	29.5313	8.7177	54.8767	46.1300	0.86526	0.19168	0.18219	0.42700 
35.880	30.3168	8.4760	54.8877	46.1400	0.86377	0.19852	0.18338	0.42639 
35.880	31.9592	8.7891	54.9097	46.1300	0.86029	0.20959	0.19193	0.42319 
35.896	33.4314	9.1077	54.6680	46.1400	0.85864	0.21979	0.19922	0.41806 
35.896	35.0079	9.5966	54.3823	46.1400	0.85678	0.23010	0.20795	0.41190 
35.911	36.7383	10.2393	54.1956	46.1300	0.85428	0.24084	0.21838	0.40552 
35.927	38.4302	10.8820	54.1406	46.1200	0.85123	0.25098	0.22885	0.39996 
35.927	39.9078	11.3928	54.2505	46.1400	0.84787	0.25967	0.23788	0.39627 
35.942	41.2317	11.7773	54.3988	46.1400	0.84457	0.26764	0.24551	0.39343 
35.958	42.5665	12.0795	54.5197	46.1400	0.84125	0.27594	0.25247	0.39047 
35.958	44.2969	12.3706	54.5142	46.1300	0.83728	0.28748	0.26035	0.38559 
35.974	46.8787	12.7551	54.4043	46.1200	0.83145	0.30499	0.27124	0.37750 
35.974	49.9164	13.0627	54.1132	46.1200	0.82455	0.32642	0.28235	0.36694 
35.989	53.1628	13.1671	53.5034	46.1300	0.81729	0.35080	0.29135	0.35406 
36.005	56.5192	13.1616	52.4707	46.1200	0.81009	0.37732	0.29803	0.33817 
36.005	60.1117	13.4033	51.6138	46.1200	0.80096	0.40387	0.30692	0.32169 
36.036	63.9075	13.8977	51.1853	46.1200	0.78934	0.42953	0.31879	0.30618 
36.052	67.6373	14.5239	51.0425	46.1200	0.77649	0.45316	0.33176	0.29178 
36.052	70.8618	14.9799	50.7843	46.1200	0.76221	0.47369	0.34244	0.27814 
36.067	74.4543	15.3534	50.6854	46.1300	0.74811	0.49634	0.35266	0.26474 
36.067	78.4314	15.7159	50.6470	46.1300	0.73148	0.52090	0.36340	0.25024 
36.083	82.6666	15.9741	50.6305	46.1300	0.71140	0.54660	0.37399	0.23499 
36.083	87.1326	16.1169	50.7458	46.1200	0.69012	0.57312	0.38403	0.22021 
36.083	91.4227	16.2323	50.8557	46.1400	0.66867	0.59790	0.39301	0.20572 
36.098	95.6689	16.3477	51.0095	46.1300	0.64648	0.62149	0.40161	0.19128 
