-1.73187,2.33459,0.221252
-1.82343,1.54877,0.244141
-1.61743,1.87683,0.137329
-1.99127,2.03705,0.328064
-2.0752,2.0752,0.175476
-1.67847,2.18201,0.389099
-1.83868,1.83868,0.198364
-1.95313,1.77765,0.190735
-1.82343,2.19727,0.343323
-2.03705,1.91498,0.267029
-1.78528,1.64795,0.0457764
-1.69373,1.98364,0.366211
-1.64795,2.14386,0.213623
-1.98364,1.99127,0.289917
-1.79291,1.9455,0.114441
-1.57928,2.1286,0.259399
-1.67084,1.85394,0.0839233
-1.88446,1.63269,0.205994
-1.74713,2.19727,0.350952
-2.13623,2.1286,0.175476
-1.39618,1.86157,0.221252
-2.18964,1.96075,0.244141
-1.49536,1.88446,0.343323
-2.13623,1.99127,0.152588
-1.73187,1.89209,0.267029
-1.67847,2.08282,0.190735
-1.83868,1.77765,0.221252
-1.88446,1.91498,0.137329
-2.00653,1.9989,0.152588
-1.85394,2.06757,0.442505
-1.8692,2.05231,0.183105
-1.76239,1.96838,0.320435
-1.78528,1.83868,0.358582
-1.96075,1.95313,0.297546
-1.72424,1.9989,0.221252
-1.80817,2.14386,0.282288
-1.63269,2.02179,0.0762939
-1.85394,2.12097,0.213623
-1.39618,2.15149,0.328064
-1.96075,1.76239,0.228882
-1.70135,2.05231,0.312805
-1.62506,2.27356,0.236511
-1.82343,1.6861,0.0610352
-1.83868,1.96075,0.0305176
-1.7395,2.04468,0.366211
-1.88446,1.67084,0.144958
-2.2583,2.04468,0.297546
-1.28174,2.36511,0.228882
-2.44904,1.85394,0.328064
-1.12152,1.89209,0.343323
-2.50244,1.80817,0.0610352
-1.70135,2.01416,0.221252
-1.85394,2.25067,0.160217
-1.35803,1.70135,0.175476
-1.66321,1.83868,0.305176
-2.23541,1.89209,0.144958
-1.62506,2.10571,0.350952
-2.12097,2.05994,0.335693
-1.48773,1.93024,0.0991821
-2.14386,1.87683,0.259399
-1.88446,1.75476,0.259399
-2.16675,2.21252,0.106812
-1.72424,2.05231,0.328064
-1.57166,1.86157,0.198364
-1.88446,2.01416,0.205994
-1.80817,2.06757,0.305176
-2.03705,1.76239,0.183105
-1.58691,1.96838,0.213623
-1.72424,1.8692,0.190735
-1.8158,1.82343,0.236511
-1.8158,2.01416,0.25177
-2.00653,1.96075,0.274658
-1.88446,2.02942,0.106812
-1.87683,2.18201,0.198364
-1.54877,1.96838,0.205994
-1.97601,1.78528,0.167847
-1.97601,2.02179,0.198364
