-1.92261,1.98364,-0.0915527
-1.93787,1.70135,0.1297
-1.92261,2.04468,0.305176
-2.04468,1.89209,-0.0152588
-1.90735,1.89209,0.0762939
-1.91498,1.83868,0.0839233
-1.89209,1.91498,0.00762939
-2.00653,1.77002,0.114441
-1.82343,1.87683,0.12207
-2.01416,1.78528,0.175476
-2.06757,1.87683,-0.0152588
-1.80054,1.9989,0.167847
-2.06757,1.95313,0.00762939
-1.98364,1.83868,-0.0152588
-1.84631,1.80054,0.0228882
-1.86157,2.19727,0.0152588
-2.00653,1.74713,0.152588
-1.96075,1.99127,0.0991821
7.84302,7.84302,9.80377
9.80377,11.7569,9.80377
11.7569,9.8114,9.79614
11.7569,9.8114,11.7645
11.7798,11.7645,11.7645
21.5225,17.6163,11.7493
11.7569,11.7569,11.7569
17.6163,9.80377,9.80377
11.7569,9.80377,9.80377
7.84302,11.7569,9.82666
11.7645,11.7569,11.7722
9.80377,13.71,9.8114
11.7645,13.71,11.7569
11.7569,9.8114,11.7569
11.7722,11.7645,11.7645
11.7722,11.7645,13.7329
15.6937,17.6468,13.7482
21.5454,21.5607,23.5214
25.4974,25.4974,25.4974
27.7863,31.9824,33.9737
80.162,48.9044,33.2565
23.5062,21.5454,27.42
23.5138,23.5138,23.5062
35.2859,33.3786,37.2467
141.068,166.153,144.646
23.4985,21.5302,19.5847
15.6784,15.6784,13.7253
15.6708,15.6708,13.7177
13.7253,13.71,11.7645
13.7177,11.7645,11.7722
11.7645,11.7569,11.7569
11.7645,13.7329,11.7722
9.8114,11.7645,13.7177
11.7569,11.7645,11.7569
11.7569,11.7645,13.71
11.7569,11.7569,11.7569
13.71,9.80377,11.7569
11.7645,11.7722,11.7569
11.7645,11.7645,11.7645
11.7722,13.7177,13.71
13.71,13.71,11.7645
11.7569,9.8114,11.7645
11.7569,11.7722,15.6708
13.7177,9.8114,15.6708
13.7177,13.71,13.7177
11.7645,13.7253,11.7722
11.7645,11.7569,11.7645
11.7569,11.7645,9.80377
13.7177,11.7645,13.7177
11.7569,11.7722,11.7645
11.7645,11.7798,13.7177
11.7569,11.7569,11.7569
11.7569,11.7722,11.7569
11.7722,13.7177,11.7722
11.7645,11.7569,11.7569
11.7569,9.80377,11.7569
9.80377,11.7569,9.80377
9.80377,9.80377,9.80377
13.71,11.7569,11.7645
11.7645,9.80377,13.71
9.80377,11.7569,9.8114
11.7569,9.80377,11.7493
13.7177,11.7569,9.80377
11.7569,9.8114,9.80377
11.7645,9.80377,11.7569
11.7569,9.8114,9.80377
11.7645,9.79614,9.79614
9.80377,11.7569,11.7569
9.80377,11.7569,9.80377
11.7569,11.7493,11.7569
9.80377,9.79614,11.7569
9.80377,9.80377,11.7569
9.80377,9.80377,9.8114
9.80377,11.7493,11.7569
9.81903,9.8114,11.7798
11.7874,11.7798,13.7329
21.5302,17.6163,13.71
11.7569,11.7569,9.80377
11.7722,11.7569,11.7722
11.7645,11.7569,11.7645
9.80377,9.80377,9.8114
-2.54059,2.31934,0.175476
-2.17438,1.83868,-0.0991821
-1.4801,1.63269,0.183105
-1.22833,1.47247,0
-1.80817,1.67084,0.137329
-2.14386,1.98364,0
-2.2583,2.02179,0.221252
-2.03705,1.99127,0.0762939
-1.73187,2.0752,0.137329
-1.65558,2.08282,0.137329
-1.82343,1.99127,0.0762939
-2.16675,2.02942,0.0534058
-2.11334,2.2049,0.137329
-1.97601,2.24304,0.1297
-2.10571,2.09808,-0.106812
-2.15912,2.06757,0.198364
-2.10571,2.05994,0.0686646
-1.75476,1.82343,0.144958
-1.46484,1.66321,0.190735
-1.44958,1.61743,-0.137329
-1.90735,1.98364,0.236511
-2.18201,2.25067,0.0686646
-2.28882,2.18964,0.114441
-2.09808,2.0752,0.106812
-1.91498,2.1286,0.244141
-1.66321,1.99127,-0.0839233
-2.01416,1.82343,0.152588
-2.2049,2.22778,0.0610352
-2.12097,2.08282,0.00762939
-1.82343,2.12097,0.0915527
-1.80817,1.79291,0.114441
-1.47247,1.63269,0.0610352
-1.67084,1.80054,0.167847
-1.97601,1.93024,0.160217
-1.91498,2.05231,-0.0152588
-2.0752,2.1286,-0.0305176
-2.12097,2.09045,0.0686646
-2.05994,2.0752,0.0991821
-1.80817,2.12097,0.12207
-1.84631,1.90735,0.12207
